Current time : Thu May 12 13:45:03 PDT 2022
This is working


python2 /opt/genepatt/programs/PrepareAA-master/PrepareAA.py -s SRR8639208 -t 1 --ref GRCh38 --sorted_bam /expanse/lustre/projects/csd714/edwin5588/CCLE/run_aa/SRR8639208/SRR8639208.cs.rmdup.bam --run_AA --run_AC


total 4279975
drwxr-sr-x 4 edwin5588 csd714      75776 Mar 14 08:54 GRCh38
-rw-r--r-- 1 edwin5588 csd714 4605659201 Apr 13 10:17 GRCh38_indexed.tar.gz
-rw-r--r-- 1 edwin5588 csd714         56 Apr 13 11:29 GRCh38_indexed_md5sum.txt
drwxrwsrwx 5 edwin5588 csd714      57344 May 12 13:45 ..
-rw-r--r-- 1 edwin5588 csd714          0 May 12 13:46 coverage.stats
drwxr-sr-x 3 edwin5588 csd714      57344 May 12 13:46 .
Global ref name is GRCh38
('read length:', 100.95679159539466, 'insert size:', 274.9705317540302, 'insert std dev:', 102.60466770897732, 'max_insert:', 582.7845348809622, 'percent proper:', 0.9839369473446057, 'num_sdevs', 3)
('coverage stats', (46.112451155660715, 49.0885937434049, 21.168542290143726, 45.61502876070988, 49.018249583984456, 23.317799361551113, 100.95679159539466, 274.9705317540302, 102.60466770897732, 0, 582.7845348809622, 4, 0.9839369473446057, 3, 112742338799), 989)
('pair support', 4)
[root:INFO]	#TIME 5869.708	 New neighbor: chr7	51544692	53029683	17 (weight=17)
[root:INFO]	#TIME 5869.719	Exploring interval: chr10	35524914	35914913
[root:INFO]	#TIME 5982.031	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 6183.831	 Detecting breakpoint edges (interval neighbors)
[root:INFO]	#TIME 6199.348	 Selecting neighbors
[root:INFO]	#TIME 6307.222	Exploring interval: chr13	19993103	20208102
[root:INFO]	#TIME 6409.139	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 6598.166	 Detecting breakpoint edges (interval neighbors)
[root:INFO]	#TIME 6606.029	 Selecting neighbors
[root:INFO]	#TIME 6606.037	Exploring interval: chr13	29873084	32023080
[root:INFO]	#TIME 6621.516	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 6698.002	 Detecting breakpoint edges (interval neighbors)
[root:INFO]	#TIME 6762.468	 Selecting neighbors
[root:INFO]	#TIME 6762.470	Exploring interval: chr16	35231372	35300000
[root:INFO]	#TIME 6763.451	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 6763.509	 Detecting breakpoint edges (interval neighbors)
[root:INFO]	#TIME 6765.484	 Selecting neighbors
[root:INFO]	#TIME 6765.496	Exploring interval: chr16	47245635	48575565
[root:INFO]	#TIME 6787.849	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 6992.135	 Detecting breakpoint edges (interval neighbors)
[root:INFO]	#TIME 7043.281	 Selecting neighbors
[root:INFO]	#TIME 7043.282	 New neighbor: chr7	62100000	62436417	14 (weight=14)
[root:INFO]	#TIME 7043.283	Exploring interval: chrX	105531424	108731341
[root:INFO]	#TIME 7126.218	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 7228.038	 Detecting breakpoint edges (interval neighbors)
[root:INFO]	#TIME 7269.677	 Selecting neighbors
[root:INFO]	#TIME 7355.574	Exploring interval: chrX	109781340	114036204
[root:INFO]	#TIME 7358.082	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 7394.834	 Detecting breakpoint edges (interval neighbors)
[root:INFO]	#TIME 7449.976	 Selecting neighbors
[root:INFO]	#TIME 7452.255	Exploring interval: chrX	115331197	116472917
[root:INFO]	#TIME 7453.082	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 7506.021	 Detecting breakpoint edges (interval neighbors)
[root:INFO]	#TIME 7520.499	 Selecting neighbors
[root:INFO]	#TIME 7521.771	Exploring interval: chrX	117595565	119389793
[root:INFO]	#TIME 7523.034	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 7541.527	 Detecting breakpoint edges (interval neighbors)
[root:INFO]	#TIME 7565.348	 Selecting neighbors
[root:INFO]	#TIME 7565.374	Exploring interval: chrX	120084600	124268683
[root:INFO]	#TIME 7566.289	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 7639.725	 Detecting breakpoint edges (interval neighbors)
[root:INFO]	#TIME 7693.519	 Selecting neighbors
[root:INFO]	#TIME 7696.380	Exploring interval: chrX	126288680	127228208
[root:INFO]	#TIME 7697.416	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 7718.387	 Detecting breakpoint edges (interval neighbors)
[root:INFO]	#TIME 7728.954	 Selecting neighbors
[root:INFO]	#TIME 7728.974	Exploring interval: chrX	129248205	135800156
[root:INFO]	#TIME 7761.994	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 7783.992	 Detecting breakpoint edges (interval neighbors)
[root:INFO]	#TIME 7871.839	 Selecting neighbors
[root:INFO]	#TIME 7871.942	Interval sets for amplicons determined: 
[root:INFO]	[amplicon1]	chr1:108701169-109826193,chr1:111981241-119581406
[root:INFO]	[amplicon2]	chr1:121391446-121646451,chr7:57464656-58100000,chr7:60912191-61084088,chr7:62100000-62436417,chr7:67306721-68141711,chr16:32805799-32826381,chr16:36124075-36144657,chr16:47225635-48575565
[root:INFO]	[amplicon3]	chr3:121720569-122100569,chr12:131175221-131205803,chr12:131377155-131417738
[root:INFO]	[amplicon4]	chr4:147262552-152957627,chr6:111090923-117605977
[root:INFO]	[amplicon5]	chr4:153582636-158347699
[root:INFO]	[amplicon6]	chr4:160102723-160347726
[root:INFO]	[amplicon7]	chr6:103590860-104760870
[root:INFO]	[amplicon8]	chr6:105275874-106495884
[root:INFO]	[amplicon9]	chr7:51544692-53029683,chr7:54504673-55849667,chr7:56028027-56048610,chr7:61732692-61753274,chr7:71831666-72346660
[root:INFO]	[amplicon10]	chr10:35524914-35914913
[root:INFO]	[amplicon11]	chr13:19973103-20208102
[root:INFO]	[amplicon12]	chr13:29873084-32023080
[root:INFO]	[amplicon13]	chr16:35231372-35300000
[root:INFO]	[amplicon14]	chrX:105531424-108731341
[root:INFO]	[amplicon15]	chrX:109781340-114036204
[root:INFO]	[amplicon16]	chrX:115331197-116472917
[root:INFO]	[amplicon17]	chrX:117595565-119389793
[root:INFO]	[amplicon18]	chrX:120084600-124268683
[root:INFO]	[amplicon19]	chrX:126288680-127228208
[root:INFO]	[amplicon20]	chrX:129248205-135800156
[root:INFO]	#TIME 7871.957	Reconstructing amplicon1
[root:INFO]	#TIME 7871.978	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 7872.068	 Detecting breakpoint edges (interval filter vertices
[root:INFO]	#TIME 8179.403	 Building breakpoint graph
[root:INFO]	#TIME 8182.898	 Optimizing graph copy number flow
[root:INFO]	#TIME 8619.227	 Plotting SV View
[root:INFO]	#TIME 8619.682	Plotting SV View for amplicon1
[root:INFO]	#TIME 8621.950	Reconstructing amplicon2
[root:INFO]	#TIME 8622.024	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 8622.499	 Detecting breakpoint edges (interval filter vertices
[root:INFO]	#TIME 9051.361	 Building breakpoint graph
[root:INFO]	#TIME 9063.046	 Optimizing graph copy number flow
[root:INFO]	#TIME 9288.148	 Plotting SV View
[root:INFO]	#TIME 9300.873	Plotting SV View for amplicon2
[root:INFO]	#TIME 10277.965	Reconstructing amplicon3
[root:INFO]	#TIME 10278.039	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 10278.275	 Detecting breakpoint edges (interval filter vertices
[root:INFO]	#TIME 10311.341	 Building breakpoint graph
[root:INFO]	#TIME 10313.137	 Optimizing graph copy number flow
[root:INFO]	#TIME 10335.719	 Plotting SV View
[root:INFO]	#TIME 10335.960	Plotting SV View for amplicon3
[root:INFO]	#TIME 10489.814	Reconstructing amplicon4
[root:INFO]	#TIME 10489.827	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 10489.893	 Detecting breakpoint edges (interval filter vertices
[root:INFO]	#TIME 10796.824	 Building breakpoint graph
[root:INFO]	#TIME 10797.823	 Optimizing graph copy number flow
[root:INFO]	#TIME 11242.996	 Plotting SV View
[root:INFO]	#TIME 11243.155	Plotting SV View for amplicon4
[root:INFO]	#TIME 11244.413	Reconstructing amplicon5
[root:INFO]	#TIME 11244.432	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 11244.456	 Detecting breakpoint edges (interval filter vertices
[root:INFO]	#TIME 11244.494	 Building breakpoint graph
[root:INFO]	#TIME 11244.658	 Optimizing graph copy number flow
[root:INFO]	#TIME 11397.669	 Plotting SV View
[root:INFO]	#TIME 11397.670	Plotting SV View for amplicon5
[root:INFO]	#TIME 11398.259	Reconstructing amplicon6
[root:INFO]	#TIME 11398.298	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 11398.329	 Detecting breakpoint edges (interval filter vertices
[root:INFO]	#TIME 11398.332	 Building breakpoint graph
[root:INFO]	#TIME 11398.506	 Optimizing graph copy number flow
[root:INFO]	#TIME 11409.281	 Plotting SV View
[root:INFO]	#TIME 11409.282	Plotting SV View for amplicon6
[root:INFO]	#TIME 11471.326	Reconstructing amplicon7
[root:INFO]	#TIME 11471.338	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 11471.357	 Detecting breakpoint edges (interval filter vertices
[root:INFO]	#TIME 11471.398	 Building breakpoint graph
[root:INFO]	#TIME 11471.476	 Optimizing graph copy number flow
[root:INFO]	#TIME 11523.118	 Plotting SV View
[root:INFO]	#TIME 11523.119	Plotting SV View for amplicon7
[root:INFO]	#TIME 11523.464	Reconstructing amplicon8
[root:INFO]	#TIME 11523.484	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 11523.513	 Detecting breakpoint edges (interval filter vertices
[root:INFO]	#TIME 11523.515	 Building breakpoint graph
[root:INFO]	#TIME 11523.601	 Optimizing graph copy number flow
[root:INFO]	#TIME 11567.911	 Plotting SV View
[root:INFO]	#TIME 11567.912	Plotting SV View for amplicon8
[root:INFO]	#TIME 11568.248	Reconstructing amplicon9
[root:INFO]	#TIME 11568.261	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 11568.690	 Detecting breakpoint edges (interval filter vertices
[root:INFO]	#TIME 11796.246	 Building breakpoint graph
[root:INFO]	#TIME 11807.543	 Optimizing graph copy number flow
[root:INFO]	#TIME 12084.311	 Plotting SV View
[root:INFO]	#TIME 12087.314	Plotting SV View for amplicon9
[root:INFO]	#TIME 12411.802	Reconstructing amplicon10
[root:INFO]	#TIME 12411.820	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 12411.821	 Detecting breakpoint edges (interval filter vertices
[root:INFO]	#TIME 12411.868	 Building breakpoint graph
[root:INFO]	#TIME 12412.230	 Optimizing graph copy number flow
[root:INFO]	#TIME 12431.181	 Plotting SV View
[root:INFO]	#TIME 12431.187	Plotting SV View for amplicon10
[root:INFO]	#TIME 12539.004	Reconstructing amplicon11
[root:INFO]	#TIME 12539.012	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 12539.037	 Detecting breakpoint edges (interval filter vertices
[root:INFO]	#TIME 12541.352	 Building breakpoint graph
[root:INFO]	#TIME 12542.334	 Optimizing graph copy number flow
[root:INFO]	#TIME 12552.084	 Plotting SV View
[root:INFO]	#TIME 12552.102	Plotting SV View for amplicon11
[root:INFO]	#TIME 12605.467	Reconstructing amplicon12
[root:INFO]	#TIME 12605.503	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 12605.504	 Detecting breakpoint edges (interval filter vertices
[root:INFO]	#TIME 12605.508	 Building breakpoint graph
[root:INFO]	#TIME 12605.772	 Optimizing graph copy number flow
[root:INFO]	#TIME 12694.093	 Plotting SV View
[root:INFO]	#TIME 12694.098	Plotting SV View for amplicon12
[root:INFO]	#TIME 12694.586	Reconstructing amplicon13
[root:INFO]	#TIME 12694.612	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 12694.632	 Detecting breakpoint edges (interval filter vertices
[root:INFO]	#TIME 12694.710	 Building breakpoint graph
[root:INFO]	#TIME 12694.779	 Optimizing graph copy number flow
[root:INFO]	#TIME 12698.311	 Plotting SV View
[root:INFO]	#TIME 12698.312	Plotting SV View for amplicon13
[root:INFO]	#TIME 12716.527	Reconstructing amplicon14
[root:INFO]	#TIME 12716.558	 Calculating coverage meanshift segmentation
[root:INFO]	#TIME 12716.577	 Detecting breakpoint edges (interval filter vertices
[root:INFO]	#TIME 12716.654	 Building breakpoint graph
[root:INFO]	#TIME 12716.718	 Optimizing graph copy number flow
[root:INFO]	#TIME 12781.648	 Plotting SV View
[root:INFO]	#TIME 12781.651	Plotting SV View for amplicon14
[root:INFO]	#TIME 12782.153	Reconstructing amplicon15
